Area Schedule (PROPOSTA 01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Comments,Name,Number,Perimeter,QUADRA,TIPO DE MACROÁREA,% MÍNIMO,Acréscimo de Área,Area Type,Count,Export to IFC,Export to IFC As,IFC Predefined Type,IfcGUID,Image,Level,P_Purge em DataBase,P_Transformar em Floor,P_Transformar em SHP,P_Verificar Arredondamento,P_Área de Projeto,01.NATUREZA,02.LOTE,03.ZONEAMENTO,04.ÁREA DE LOTE,05.ÁREA REMANESCENTE,06.PERDA POR ATINGIMENTO VIÁRIO,07.COEFICIENTE DE APROVEITAMENTO,08.C.A. RESTANTE,09.ÁREA CONSTRUÍVEL RESTANTE,10.ÁREA CONSTRUÍVEL DO ÍNDICE,11.ÁREA CONSUMIDA DO C.A.,12.ÁREA CONSTRUÍDA TOTAL,13.ÁREA CONSTRUÍDA ABERTA,14.ÁREA CONSTRUÍDA FECHADA,15.ÁREA PRIVATIVA TOTAL,16.PAVIMENTOS TOTAIS,17.ÁREA INDIVIDUAL PAV. SUBSOLO,18.ÁREA INDIVIDUAL PAV. BASE,19.ÁREA INDIVIDUAL PAV. BASE DIFERENCIADO,20.ÁREA INDIVIDUAL PAV. TORRE,21.ÁREA INDIVIDUAL PAV. ÁTICO,22.ÁREA SOMADA PAVIMENTOS SUBSOLOS,23.ÁREA SOMADA PAVIMENTOS BASE,24.ÁREA SOMADA PAVIMENTOS TORRE,25.ÁREA TOTAL INDEFINIDA,26.ÁREA TOTAL COMERCIAL,27.ÁREA TOTAL ESTACIONAMENTO,28.ÁREA TOTAL RESIDENCIAL,29.ÁREA TOTAL DE LAZER,30.ÁREA TOTAL TÉCNICA,31.ÁREA ABERTA TOTAL INDEFINIDA,32.ÁREA ABERTA TOTAL COMERCIAL,33.ÁREA ABERTA TOTAL ESTACIONAMENTO,34.ÁREA ABERTA TOTAL RESIDENCIAL,35.ÁREA ABERTA TOTAL LAZER,36.ÁREA ABERTA TOTAL TÉCNICA,37.ÁREA TOTAL RESIDENCIAL PRIVATIVA,38.ÁREA TOTAL COMERCIAL PRIVATIVA,39.TOTAL DE UNIDADES,40.ÁREA DAS UNIDADES,41.VAGAS PARA X/m² DE COMÉRCIO,42.DEMANDA - VAGAS DE COMÉRCIO,43.VAGAS POR UNIDADE,44.DEMANDA - VAGAS PARA RESIDENCIAL,45.VAGAS PARA UNIDADES VISITANTES,46.VAGAS TOTAIS DEMANDA,47.TOTAL DE VAGAS,48.CAMPO RESERVA A,49.CAMPO RESERVA B,50.CAMPO RESERVA C,51.CAMPO RESERVA D,52.CAMPO RESERVA E,53.C.A. UTILIZADO,54.PERCENTUAL PRIVATIVO FECHADO DO TERRENO,55.PERCENTUAL PRIVATIVO FECHADO DA AREA CONSTRUIDA,56.PERCENTUAL FECHADO DO INDEFINIDO,57.PERCENTUAL FECHADO DO COMERCIAL,58.PERCENTUAL FECHADO DO ESTACIONAMENTO,59.PERCENTUAL FECHADO DO RESIDENCIAL,60.PERCENTUAL FECHADO DO LAZER,61.PERCENTUAL FECHADO DO TÉCNICO,62.TO SUBSOLO LIMITE,63.TO BASE LIMITE,64.TO TORRE LIMITE,65.TO SUBSOLO PROJETO,66.TO BASE PROJETO,67.TO TORRE PROJETO,68.PERCENTUAL PRIVATIVO RES DO PRIVATIVO,69.PERCENTUAL PRIVATIVO COMERCIAL DO PRIVATIVO,70.AREA INDEFINIDA ABERTA E FECHADA,71.AREA COMERCIAL ABERTA E FECHADA,72.AREA ESTACIONAMENTO ABERTA E FECHADA,73.AREA RESIDENCIAL ABERTA E FECHADA,74.AREA LAZER ABERTA E FECHADA,75.AREA TECNICA ABERTA E FECHADA,_VÉRTICES,VIAS_02.NOME,VIAS_03.TIPO DE VIA,VIAS_04.RUA,VIAS_05.RUA PROJETADA,VIAS_06.CALÇADA,VIAS_07.CALÇADA PROJETADA,VIAS_08.RUA ÁREA VERDE,VIAS_09.RUA PAVIMENTAÇÃO,VIAS_10.RUA MEIO-FIO,VIAS_11.RUA PROJETADA ÁREA VERDE,VIAS_12.RUA PROJETADA PAVIMENTAÇÃO,VIAS_13.RUA PROJETADA MEIO-FIO,VIAS_14.CALÇADA ÁREA VERDE,VIAS_15.CALÇADA PAVIMENTAÇÃO,VIAS_16.CALÇADA MEIO-FIO,VIAS_17.CALÇADA PROJETADA ÁREA VERDE,VIAS_18.CALÇADA PROJETADA PAVIMENTAÇÃO,VIAS_19.CALÇADA PROJETADA MEIO-FIO,VIAS_20._CICLOVIA ÁREA,VIAS_21._CICLOVIA ÁREA PROJETADA,VIAS_22._ONIBUS ÁREA,VIAS_23._ONIBUS ÁREA PROJETADA,VIAS_24._VLT ÁREA,VIAS_25._VLT ÁREA PROJETADA,VIAS_26._ESTACIONAMENTO ÁREA,VIAS_27._ESTACIONAMENTO ÁREA PROJETADA,VIAS_28.__CAMPO RESERVA VIA A,VIAS_29.__CAMPO RESERVA VIA B,VIAS_30.__CAMPO RESERVA VIA C,VIAS_31.__CAMPO RESERVA VIA D,VIAS_32.__CAMPO RESERVA VIA E,VIAS_33.CALCADA AREA ASFALTAVEL,VIAS_34.CALCADA PROJETADA AREA ASFALTAVEL,VIAS_35.RUA AREA ASFALTAVEL,VIAS_36.RUA PROJETADA AREA ASFALTAVEL,VIAS_37.VIA,VIAS_38.VIA AREA VERDE,VIAS_39.VIA ASFALTAVEL,VIAS_40.VIA MEIO FIO,VIAS_41.VIA PAVIMENTACAO,VIAS_42.VIA PROJETADA,VIAS_43.VIA PROJETADA AREA ASFALTAVEL,VIAS_44.VIA PROJETADA AREA VERDE,VIAS_45.VIA PROJETADA MEIO FIO,VIAS_46.VIA PROJETADA PAVIMENTACAO,VIAS_47.PERCENTUAL DE AREA ASFALTAVEL,VIAS_48.PERCENTUAL DE AREA VERDE,VIAS_49.PERCENTUAL DE CALCADA,VIAS_50.PERCENTUAL DE MEIO FIO,VIAS_51.PERCENTUAL DE PAVIMENTACAO,VIAS_52.PERCENTUAL DE RUA
449.08 m²,SISTEMA VIÁRIO,VLA_10-Pt.3,,84.9,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXx5,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_10-Pt.3,Via Local AB,362.44 m²,384.22 m²,255.39 m²,255.38 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,246.21 m²,9.18 m²,0.00 m²,240.80 m²,8.44 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,362.44 m²,384.22 m²,617.84 m²,0.00 m²,362.44 m²,9.18 m²,246.21 m²,639.60 m²,384.22 m²,0.00 m²,8.44 m²,240.80 m²,60.07%,0.0%,39.93%,1.32%,37.65%,60.07%
1546.36 m²,SISTEMA VIÁRIO,VLA_10-Pt.4,,194.03,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXx8,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_10-Pt.4,Via Local AB,936.08 m²,1020.14 m²,703.09 m²,703.08 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,678.37 m²,24.71 m²,0.00 m²,675.16 m²,24.27 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,936.08 m²,1020.14 m²,1639.16 m²,0.00 m²,936.08 m²,24.71 m²,678.37 m²,1723.22 m²,1020.14 m²,0.00 m²,24.27 m²,675.16 m²,59.2%,0.0%,40.8%,1.41%,39.18%,59.2%
2904.64 m²,SISTEMA VIÁRIO,VLA_10-Pt.5,,337.05,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXxB,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_10-Pt.5,Via Local AB,1675.00 m²,1674.18 m²,1314.92 m²,1314.25 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1268.87 m²,46.06 m²,0.00 m²,1264.74 m²,45.55 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,1675.00 m²,1674.18 m²,2989.92 m²,0.00 m²,1675.00 m²,46.06 m²,1268.87 m²,2988.43 m²,1674.18 m²,0.00 m²,45.55 m²,1264.74 m²,56.02%,0.0%,43.98%,1.52%,42.32%,56.02%
2617.20 m²,SISTEMA VIÁRIO,VLA_10-Pt.6,,317.01,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXxH,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_10-Pt.6,Via Local AB,1489.54 m²,1560.53 m²,1153.23 m²,1153.18 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1112.89 m²,40.34 m²,0.00 m²,1112.84 m²,40.34 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,1489.54 m²,1560.53 m²,2642.77 m²,0.00 m²,1489.54 m²,40.34 m²,1112.89 m²,2713.71 m²,1560.53 m²,0.00 m²,40.34 m²,1112.84 m²,57.51%,0.0%,42.49%,1.49%,41.01%,57.51%
1231.11 m²,SISTEMA VIÁRIO,VLA_11,,160.82,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXxs,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_11,Via Local AB,725.57 m²,864.83 m²,542.00 m²,542.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,522.97 m²,19.04 m²,0.00 m²,522.97 m²,19.04 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,725.57 m²,864.83 m²,1267.57 m²,0.00 m²,725.57 m²,19.04 m²,522.97 m²,1406.84 m²,864.83 m²,0.00 m²,19.04 m²,522.97 m²,61.47%,0.0%,38.53%,1.35%,37.17%,61.47%
608.30 m²,SISTEMA VIÁRIO,VLA_2-Pt.1,,100.94,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXxz,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_2-Pt.1,Indefinido,6.75 m²,6.75 m²,579.80 m²,579.80 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,570.53 m²,9.27 m²,0.00 m²,570.53 m²,9.27 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.75 m²,6.75 m²,586.55 m²,0.00 m²,6.75 m²,9.27 m²,570.53 m²,586.55 m²,6.75 m²,0.00 m²,9.27 m²,570.53 m²,1.15%,0.0%,98.85%,1.58%,97.27%,1.15%
1137.54 m²,SISTEMA VIÁRIO,VLA_2-Pt.2,,153.85,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXw0,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_2-Pt.2,Via Local AB,722.61 m²,722.61 m²,514.48 m²,514.48 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,496.58 m²,17.91 m²,0.00 m²,496.58 m²,17.91 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,722.61 m²,722.61 m²,1237.09 m²,0.00 m²,722.61 m²,17.91 m²,496.58 m²,1237.09 m²,722.61 m²,0.00 m²,17.91 m²,496.58 m²,58.41%,0.0%,41.59%,1.45%,40.14%,58.41%
1124.62 m²,SISTEMA VIÁRIO,VLA_3-Pt.1,,152.96,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXw6,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_3-Pt.1,Via Local AB,984.44 m²,1161.76 m²,715.96 m²,715.93 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,691.05 m²,24.90 m²,0.00 m²,685.06 m²,24.42 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,984.44 m²,1161.76 m²,1700.40 m²,0.00 m²,984.44 m²,24.90 m²,691.05 m²,1877.69 m²,1161.76 m²,0.00 m²,24.42 m²,685.06 m²,61.87%,0.0%,38.13%,1.3%,36.48%,61.87%
606.56 m²,SISTEMA VIÁRIO,VLA_3-Pt.2,,101.08,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXw9,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_3-Pt.2,Indefinido,6.72 m²,6.74 m²,569.47 m²,569.28 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,560.51 m²,8.95 m²,0.00 m²,546.95 m²,8.42 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.72 m²,6.74 m²,576.19 m²,0.00 m²,6.72 m²,8.95 m²,560.51 m²,576.02 m²,6.74 m²,0.00 m²,8.42 m²,546.95 m²,1.17%,0.0%,98.83%,1.46%,94.95%,1.17%
601.95 m²,SISTEMA VIÁRIO,VLA_4-Pt.1,,100.08,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwG,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_4-Pt.1,Indefinido,6.58 m²,5.98 m²,594.00 m²,591.91 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,584.59 m²,9.41 m²,0.00 m²,571.55 m²,9.09 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.58 m²,5.98 m²,600.58 m²,0.00 m²,6.58 m²,9.41 m²,584.59 m²,597.89 m²,5.98 m²,0.00 m²,9.09 m²,571.55 m²,1.0%,0.0%,99.0%,1.52%,95.59%,1.0%
1441.70 m²,SISTEMA VIÁRIO,VLA_4-Pt.2,,182.97,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwJ,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_4-Pt.2,Via Local AB,887.62 m²,982.01 m²,629.90 m²,629.87 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,607.64 m²,22.26 m²,0.00 m²,605.05 m²,21.91 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,887.62 m²,982.01 m²,1517.52 m²,0.00 m²,887.62 m²,22.26 m²,607.64 m²,1611.88 m²,982.01 m²,0.00 m²,21.91 m²,605.05 m²,60.92%,0.0%,39.08%,1.36%,37.54%,60.92%
1434.92 m²,SISTEMA VIÁRIO,VLA_5-Pt.1,,182.36,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwP,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_5-Pt.1,Via Local AB,1181.36 m²,1190.23 m²,885.60 m²,885.42 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,854.47 m²,31.13 m²,0.00 m²,854.30 m²,31.12 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,1181.36 m²,1190.23 m²,2066.96 m²,0.00 m²,1181.36 m²,31.13 m²,854.47 m²,2075.65 m²,1190.23 m²,0.00 m²,31.12 m²,854.30 m²,57.34%,0.0%,42.66%,1.5%,41.16%,57.34%
605.13 m²,SISTEMA VIÁRIO,VLA_5-Pt.2,,100.14,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwS,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_5-Pt.2,Indefinido,6.85 m²,6.77 m²,595.03 m²,589.95 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,585.66 m²,9.37 m²,0.00 m²,573.70 m²,9.07 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.85 m²,6.77 m²,601.88 m²,0.00 m²,6.85 m²,9.37 m²,585.66 m²,596.72 m²,6.77 m²,0.00 m²,9.07 m²,573.70 m²,1.13%,0.0%,98.87%,1.52%,96.14%,1.13%
606.73 m²,SISTEMA VIÁRIO,VLA_6-Pt.1,,100.7,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwY,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_6-Pt.1,Indefinido,6.52 m²,6.52 m²,586.01 m²,586.01 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,576.80 m²,9.21 m²,0.00 m²,576.80 m²,9.21 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.52 m²,6.52 m²,592.53 m²,0.00 m²,6.52 m²,9.21 m²,576.80 m²,592.53 m²,6.52 m²,0.00 m²,9.21 m²,576.80 m²,1.1%,0.0%,98.9%,1.55%,97.35%,1.1%
1511.13 m²,SISTEMA VIÁRIO,VLA_6-Pt.2,,188.98,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwb,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_6-Pt.2,Via Local AB,923.79 m²,1006.54 m²,685.26 m²,685.25 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,661.37 m²,23.89 m²,0.00 m²,661.35 m²,23.89 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,923.79 m²,1006.54 m²,1609.06 m²,0.00 m²,923.79 m²,23.89 m²,661.37 m²,1691.79 m²,1006.54 m²,0.00 m²,23.89 m²,661.35 m²,59.5%,0.0%,40.5%,1.41%,39.09%,59.5%
1198.32 m²,SISTEMA VIÁRIO,VLA_7-Pt.1,,158.07,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwh,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_7-Pt.1,Via Local AB,972.99 m²,1145.63 m²,730.37 m²,730.37 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,704.80 m²,25.57 m²,0.00 m²,704.80 m²,25.57 m²,211.20 m²,211.20 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,972.99 m²,1145.63 m²,1703.36 m²,0.00 m²,972.99 m²,25.57 m²,704.80 m²,1876.00 m²,1145.63 m²,0.00 m²,25.57 m²,704.80 m²,61.07%,0.0%,38.93%,1.36%,37.57%,61.07%
586.14 m²,SISTEMA VIÁRIO,VLA_7-Pt.2,,98.93,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXwk,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_7-Pt.2,Indefinido,7.40 m²,8.76 m²,646.20 m²,679.26 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,636.02 m²,10.19 m²,0.00 m²,630.68 m²,9.26 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,7.40 m²,8.76 m²,653.61 m²,0.00 m²,7.40 m²,10.19 m²,636.02 m²,688.02 m²,8.76 m²,0.00 m²,9.26 m²,630.68 m²,1.27%,0.0%,98.73%,1.35%,91.67%,1.27%
1982.24 m²,SISTEMA VIÁRIO,VLA_8-Pt.1,,237.11,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXvL,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_8-Pt.1,Via Local AB,1455.17 m²,1604.98 m²,1118.37 m²,1118.34 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,1079.41 m²,38.96 m²,0.00 m²,1073.52 m²,38.49 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,1455.17 m²,1604.98 m²,2573.54 m²,0.00 m²,1455.17 m²,38.96 m²,1079.41 m²,2723.33 m²,1604.98 m²,0.00 m²,38.49 m²,1073.52 m²,58.93%,0.0%,41.07%,1.41%,39.42%,58.93%
586.59 m²,SISTEMA VIÁRIO,VLA_8-Pt.2,,98.9,,Sistema Viário,0.2,0.00 m²,Building Common Area,1,By Type,,,1ayMIzVSzCC8s72zmiBXvO,,Level 1,No,No,No,No,Yes,VIAS_UNIFICADAS,,SIS_VIARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLA_8-Pt.2,Indefinido,6.91 m²,6.41 m²,582.40 m²,582.21 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,573.24 m²,9.16 m²,0.00 m²,555.01 m²,8.59 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,0.00 m²,Opcao A,Opcao A,Opcao A,Opcao A,Opcao A,0.00 m²,0.00 m²,6.91 m²,6.41 m²,589.31 m²,0.00 m²,6.91 m²,9.16 m²,573.24 m²,588.62 m²,6.41 m²,0.00 m²,8.59 m²,555.01 m²,1.09%,0.0%,98.91%,1.46%,94.29%,1.09%
